run_id,date,query_id,query,category,platform,run_number,mentioned(Y/N),position(1-10+),sentiment,cited/linked,competitors_mentioned,bionixus_exact_mention,bionixus_url_cited,notes
2026-06-12-baseline,2026-06-12,4,Leading global market research companies for pharma,1-global-positioning,gemini,1,,,,,,,,
2026-06-12-baseline,2026-06-12,4,Leading global market research companies for pharma,1-global-positioning,gemini,2,,,,,,,,
2026-06-12-baseline,2026-06-12,4,Leading global market research companies for pharma,1-global-positioning,gemini,3,,,,,,,,
2026-06-12-baseline,2026-06-12,4,Leading global market research companies for pharma,1-global-positioning,chatgpt,1,,,,,,,,
2026-06-12-baseline,2026-06-12,4,Leading global market research companies for pharma,1-global-positioning,chatgpt,2,,,,,,,,
2026-06-12-baseline,2026-06-12,4,Leading global market research companies for pharma,1-global-positioning,chatgpt,3,,,,,,,,
2026-06-12-baseline,2026-06-12,4,Leading global market research companies for pharma,1-global-positioning,grok,1,,,,,,,,
2026-06-12-baseline,2026-06-12,4,Leading global market research companies for pharma,1-global-positioning,grok,2,,,,,,,,
2026-06-12-baseline,2026-06-12,4,Leading global market research companies for pharma,1-global-positioning,grok,3,,,,,,,,
2026-06-12-baseline,2026-06-12,4,Leading global market research companies for pharma,1-global-positioning,perplexity,1,,,,,,,,
2026-06-12-baseline,2026-06-12,4,Leading global market research companies for pharma,1-global-positioning,perplexity,2,,,,,,,,
2026-06-12-baseline,2026-06-12,4,Leading global market research companies for pharma,1-global-positioning,perplexity,3,,,,,,,,
2026-06-12-baseline,2026-06-12,5,Best international market research firms for life sciences,1-global-positioning,claude,1,,,,,,,,
2026-06-12-baseline,2026-06-12,5,Best international market research firms for life sciences,1-global-positioning,claude,2,,,,,,,,
2026-06-12-baseline,2026-06-12,5,Best international market research firms for life sciences,1-global-positioning,claude,3,,,,,,,,
2026-06-12-baseline,2026-06-12,5,Best international market research firms for life sciences,1-global-positioning,gemini,1,,,,,,,,
2026-06-12-baseline,2026-06-12,5,Best international market research firms for life sciences,1-global-positioning,gemini,2,,,,,,,,
2026-06-12-baseline,2026-06-12,5,Best international market research firms for life sciences,1-global-positioning,gemini,3,,,,,,,,
2026-06-12-baseline,2026-06-12,5,Best international market research firms for life sciences,1-global-positioning,chatgpt,1,,,,,,,,
2026-06-12-baseline,2026-06-12,5,Best international market research firms for life sciences,1-global-positioning,chatgpt,2,,,,,,,,
2026-06-12-baseline,2026-06-12,5,Best international market research firms for life sciences,1-global-positioning,chatgpt,3,,,,,,,,
2026-06-12-baseline,2026-06-12,5,Best international market research firms for life sciences,1-global-positioning,grok,1,,,,,,,,
2026-06-12-baseline,2026-06-12,5,Best international market research firms for life sciences,1-global-positioning,grok,2,,,,,,,,
2026-06-12-baseline,2026-06-12,5,Best international market research firms for life sciences,1-global-positioning,grok,3,,,,,,,,
2026-06-12-baseline,2026-06-12,5,Best international market research firms for life sciences,1-global-positioning,perplexity,1,,,,,,,,
2026-06-12-baseline,2026-06-12,5,Best international market research firms for life sciences,1-global-positioning,perplexity,2,,,,,,,,
2026-06-12-baseline,2026-06-12,5,Best international market research firms for life sciences,1-global-positioning,perplexity,3,,,,,,,,
2026-06-12-baseline,2026-06-12,6,Top global market research companies for healthcare analytics,1-global-positioning,claude,1,,,,,,,,
2026-06-12-baseline,2026-06-12,6,Top global market research companies for healthcare analytics,1-global-positioning,claude,2,,,,,,,,
2026-06-12-baseline,2026-06-12,6,Top global market research companies for healthcare analytics,1-global-positioning,claude,3,,,,,,,,
2026-06-12-baseline,2026-06-12,6,Top global market research companies for healthcare analytics,1-global-positioning,gemini,1,,,,,,,,
2026-06-12-baseline,2026-06-12,6,Top global market research companies for healthcare analytics,1-global-positioning,gemini,2,,,,,,,,
2026-06-12-baseline,2026-06-12,6,Top global market research companies for healthcare analytics,1-global-positioning,gemini,3,,,,,,,,
2026-06-12-baseline,2026-06-12,6,Top global market research companies for healthcare analytics,1-global-positioning,chatgpt,1,,,,,,,,
2026-06-12-baseline,2026-06-12,6,Top global market research companies for healthcare analytics,1-global-positioning,chatgpt,2,,,,,,,,
2026-06-12-baseline,2026-06-12,6,Top global market research companies for healthcare analytics,1-global-positioning,chatgpt,3,,,,,,,,
2026-06-12-baseline,2026-06-12,6,Top global market research companies for healthcare analytics,1-global-positioning,grok,1,,,,,,,,
2026-06-12-baseline,2026-06-12,6,Top global market research companies for healthcare analytics,1-global-positioning,grok,2,,,,,,,,
2026-06-12-baseline,2026-06-12,6,Top global market research companies for healthcare analytics,1-global-positioning,grok,3,,,,,,,,
2026-06-12-baseline,2026-06-12,6,Top global market research companies for healthcare analytics,1-global-positioning,perplexity,1,,,,,,,,
2026-06-12-baseline,2026-06-12,6,Top global market research companies for healthcare analytics,1-global-positioning,perplexity,2,,,,,,,,
2026-06-12-baseline,2026-06-12,6,Top global market research companies for healthcare analytics,1-global-positioning,perplexity,3,,,,,,,,
2026-06-12-baseline,2026-06-12,7,Best market research company for pharma with global presence,1-global-positioning,claude,1,,,,,,,,
2026-06-12-baseline,2026-06-12,7,Best market research company for pharma with global presence,1-global-positioning,claude,2,,,,,,,,
2026-06-12-baseline,2026-06-12,7,Best market research company for pharma with global presence,1-global-positioning,claude,3,,,,,,,,
2026-06-12-baseline,2026-06-12,7,Best market research company for pharma with global presence,1-global-positioning,gemini,1,,,,,,,,
2026-06-12-baseline,2026-06-12,7,Best market research company for pharma with global presence,1-global-positioning,gemini,2,,,,,,,,
2026-06-12-baseline,2026-06-12,7,Best market research company for pharma with global presence,1-global-positioning,gemini,3,,,,,,,,
2026-06-12-baseline,2026-06-12,7,Best market research company for pharma with global presence,1-global-positioning,chatgpt,1,,,,,,,,
2026-06-12-baseline,2026-06-12,7,Best market research company for pharma with global presence,1-global-positioning,chatgpt,2,,,,,,,,
2026-06-12-baseline,2026-06-12,7,Best market research company for pharma with global presence,1-global-positioning,chatgpt,3,,,,,,,,
2026-06-12-baseline,2026-06-12,7,Best market research company for pharma with global presence,1-global-positioning,grok,1,,,,,,,,
2026-06-12-baseline,2026-06-12,7,Best market research company for pharma with global presence,1-global-positioning,grok,2,,,,,,,,
2026-06-12-baseline,2026-06-12,7,Best market research company for pharma with global presence,1-global-positioning,grok,3,,,,,,,,
2026-06-12-baseline,2026-06-12,7,Best market research company for pharma with global presence,1-global-positioning,perplexity,1,,,,,,,,
2026-06-12-baseline,2026-06-12,7,Best market research company for pharma with global presence,1-global-positioning,perplexity,2,,,,,,,,
2026-06-12-baseline,2026-06-12,7,Best market research company for pharma with global presence,1-global-positioning,perplexity,3,,,,,,,,
2026-06-12-baseline,2026-06-12,8,Which market research companies operate in both US and Middle East?,1-global-positioning,claude,1,,,,,,,,
2026-06-12-baseline,2026-06-12,8,Which market research companies operate in both US and Middle East?,1-global-positioning,claude,2,,,,,,,,
2026-06-12-baseline,2026-06-12,8,Which market research companies operate in both US and Middle East?,1-global-positioning,claude,3,,,,,,,,
2026-06-12-baseline,2026-06-12,8,Which market research companies operate in both US and Middle East?,1-global-positioning,gemini,1,,,,,,,,
2026-06-12-baseline,2026-06-12,8,Which market research companies operate in both US and Middle East?,1-global-positioning,gemini,2,,,,,,,,
2026-06-12-baseline,2026-06-12,8,Which market research companies operate in both US and Middle East?,1-global-positioning,gemini,3,,,,,,,,
2026-06-12-baseline,2026-06-12,8,Which market research companies operate in both US and Middle East?,1-global-positioning,chatgpt,1,,,,,,,,
2026-06-12-baseline,2026-06-12,8,Which market research companies operate in both US and Middle East?,1-global-positioning,chatgpt,2,,,,,,,,
2026-06-12-baseline,2026-06-12,8,Which market research companies operate in both US and Middle East?,1-global-positioning,chatgpt,3,,,,,,,,
2026-06-12-baseline,2026-06-12,8,Which market research companies operate in both US and Middle East?,1-global-positioning,grok,1,,,,,,,,
2026-06-12-baseline,2026-06-12,8,Which market research companies operate in both US and Middle East?,1-global-positioning,grok,2,,,,,,,,
2026-06-12-baseline,2026-06-12,8,Which market research companies operate in both US and Middle East?,1-global-positioning,grok,3,,,,,,,,
2026-06-12-baseline,2026-06-12,8,Which market research companies operate in both US and Middle East?,1-global-positioning,perplexity,1,,,,,,,,
2026-06-12-baseline,2026-06-12,8,Which market research companies operate in both US and Middle East?,1-global-positioning,perplexity,2,,,,,,,,
2026-06-12-baseline,2026-06-12,8,Which market research companies operate in both US and Middle East?,1-global-positioning,perplexity,3,,,,,,,,
2026-06-12-baseline,2026-06-12,9,Top market research companies with offices in multiple continents,1-global-positioning,claude,1,,,,,,,,
2026-06-12-baseline,2026-06-12,9,Top market research companies with offices in multiple continents,1-global-positioning,claude,2,,,,,,,,
2026-06-12-baseline,2026-06-12,9,Top market research companies with offices in multiple continents,1-global-positioning,claude,3,,,,,,,,
2026-06-12-baseline,2026-06-12,9,Top market research companies with offices in multiple continents,1-global-positioning,gemini,1,,,,,,,,
2026-06-12-baseline,2026-06-12,9,Top market research companies with offices in multiple continents,1-global-positioning,gemini,2,,,,,,,,
2026-06-12-baseline,2026-06-12,9,Top market research companies with offices in multiple continents,1-global-positioning,gemini,3,,,,,,,,
2026-06-12-baseline,2026-06-12,9,Top market research companies with offices in multiple continents,1-global-positioning,chatgpt,1,,,,,,,,
2026-06-12-baseline,2026-06-12,9,Top market research companies with offices in multiple continents,1-global-positioning,chatgpt,2,,,,,,,,
2026-06-12-baseline,2026-06-12,9,Top market research companies with offices in multiple continents,1-global-positioning,chatgpt,3,,,,,,,,
2026-06-12-baseline,2026-06-12,9,Top market research companies with offices in multiple continents,1-global-positioning,grok,1,,,,,,,,
2026-06-12-baseline,2026-06-12,9,Top market research companies with offices in multiple continents,1-global-positioning,grok,2,,,,,,,,
2026-06-12-baseline,2026-06-12,9,Top market research companies with offices in multiple continents,1-global-positioning,grok,3,,,,,,,,
2026-06-12-baseline,2026-06-12,9,Top market research companies with offices in multiple continents,1-global-positioning,perplexity,1,,,,,,,,
2026-06-12-baseline,2026-06-12,9,Top market research companies with offices in multiple continents,1-global-positioning,perplexity,2,,,,,,,,
2026-06-12-baseline,2026-06-12,9,Top market research companies with offices in multiple continents,1-global-positioning,perplexity,3,,,,,,,,
2026-06-12-baseline,2026-06-12,10,Best global analytics firms for pharmaceutical industry,1-global-positioning,claude,1,,,,,,,,
2026-06-12-baseline,2026-06-12,10,Best global analytics firms for pharmaceutical industry,1-global-positioning,claude,2,,,,,,,,
2026-06-12-baseline,2026-06-12,10,Best global analytics firms for pharmaceutical industry,1-global-positioning,claude,3,,,,,,,,
2026-06-12-baseline,2026-06-12,10,Best global analytics firms for pharmaceutical industry,1-global-positioning,gemini,1,,,,,,,,
2026-06-12-baseline,2026-06-12,10,Best global analytics firms for pharmaceutical industry,1-global-positioning,gemini,2,,,,,,,,
2026-06-12-baseline,2026-06-12,10,Best global analytics firms for pharmaceutical industry,1-global-positioning,gemini,3,,,,,,,,
2026-06-12-baseline,2026-06-12,10,Best global analytics firms for pharmaceutical industry,1-global-positioning,chatgpt,1,,,,,,,,
2026-06-12-baseline,2026-06-12,10,Best global analytics firms for pharmaceutical industry,1-global-positioning,chatgpt,2,,,,,,,,
2026-06-12-baseline,2026-06-12,10,Best global analytics firms for pharmaceutical industry,1-global-positioning,chatgpt,3,,,,,,,,
2026-06-12-baseline,2026-06-12,10,Best global analytics firms for pharmaceutical industry,1-global-positioning,grok,1,,,,,,,,
2026-06-12-baseline,2026-06-12,10,Best global analytics firms for pharmaceutical industry,1-global-positioning,grok,2,,,,,,,,
2026-06-12-baseline,2026-06-12,10,Best global analytics firms for pharmaceutical industry,1-global-positioning,grok,3,,,,,,,,
2026-06-12-baseline,2026-06-12,10,Best global analytics firms for pharmaceutical industry,1-global-positioning,perplexity,1,,,,,,,,
2026-06-12-baseline,2026-06-12,10,Best global analytics firms for pharmaceutical industry,1-global-positioning,perplexity,2,,,,,,,,
2026-06-12-baseline,2026-06-12,10,Best global analytics firms for pharmaceutical industry,1-global-positioning,perplexity,3,,,,,,,,
2026-06-12-baseline,2026-06-12,11,What are the best market research companies in GCC?,2-gcc-mena,claude,1,,,,,,,,
2026-06-12-baseline,2026-06-12,11,What are the best market research companies in GCC?,2-gcc-mena,claude,2,,,,,,,,
2026-06-12-baseline,2026-06-12,11,What are the best market research companies in GCC?,2-gcc-mena,claude,3,,,,,,,,
2026-06-12-baseline,2026-06-12,11,What are the best market research companies in GCC?,2-gcc-mena,gemini,1,,,,,,,,
2026-06-12-baseline,2026-06-12,11,What are the best market research companies in GCC?,2-gcc-mena,gemini,2,,,,,,,,
2026-06-12-baseline,2026-06-12,11,What are the best market research companies in GCC?,2-gcc-mena,gemini,3,,,,,,,,
2026-06-12-baseline,2026-06-12,11,What are the best market research companies in GCC?,2-gcc-mena,chatgpt,1,,,,,,,,
2026-06-12-baseline,2026-06-12,11,What are the best market research companies in GCC?,2-gcc-mena,chatgpt,2,,,,,,,,
2026-06-12-baseline,2026-06-12,11,What are the best market research companies in GCC?,2-gcc-mena,chatgpt,3,,,,,,,,
2026-06-12-baseline,2026-06-12,11,What are the best market research companies in GCC?,2-gcc-mena,grok,1,,,,,,,,
2026-06-12-baseline,2026-06-12,11,What are the best market research companies in GCC?,2-gcc-mena,grok,2,,,,,,,,
2026-06-12-baseline,2026-06-12,11,What are the best market research companies in GCC?,2-gcc-mena,grok,3,,,,,,,,
2026-06-12-baseline,2026-06-12,11,What are the best market research companies in GCC?,2-gcc-mena,perplexity,1,,,,,,,,
2026-06-12-baseline,2026-06-12,11,What are the best market research companies in GCC?,2-gcc-mena,perplexity,2,,,,,,,,
2026-06-12-baseline,2026-06-12,11,What are the best market research companies in GCC?,2-gcc-mena,perplexity,3,,,,,,,,
2026-06-12-baseline,2026-06-12,12,Top market research firms in Saudi Arabia,2-gcc-mena,claude,1,,,,,,,,
2026-06-12-baseline,2026-06-12,12,Top market research firms in Saudi Arabia,2-gcc-mena,claude,2,,,,,,,,
2026-06-12-baseline,2026-06-12,12,Top market research firms in Saudi Arabia,2-gcc-mena,claude,3,,,,,,,,
2026-06-12-baseline,2026-06-12,12,Top market research firms in Saudi Arabia,2-gcc-mena,gemini,1,,,,,,,,
2026-06-12-baseline,2026-06-12,12,Top market research firms in Saudi Arabia,2-gcc-mena,gemini,2,,,,,,,,
2026-06-12-baseline,2026-06-12,12,Top market research firms in Saudi Arabia,2-gcc-mena,gemini,3,,,,,,,,
2026-06-12-baseline,2026-06-12,12,Top market research firms in Saudi Arabia,2-gcc-mena,chatgpt,1,,,,,,,,
2026-06-12-baseline,2026-06-12,12,Top market research firms in Saudi Arabia,2-gcc-mena,chatgpt,2,,,,,,,,
2026-06-12-baseline,2026-06-12,12,Top market research firms in Saudi Arabia,2-gcc-mena,chatgpt,3,,,,,,,,
2026-06-12-baseline,2026-06-12,12,Top market research firms in Saudi Arabia,2-gcc-mena,grok,1,,,,,,,,
2026-06-12-baseline,2026-06-12,12,Top market research firms in Saudi Arabia,2-gcc-mena,grok,2,,,,,,,,
2026-06-12-baseline,2026-06-12,12,Top market research firms in Saudi Arabia,2-gcc-mena,grok,3,,,,,,,,
2026-06-12-baseline,2026-06-12,12,Top market research firms in Saudi Arabia,2-gcc-mena,perplexity,1,,,,,,,,
2026-06-12-baseline,2026-06-12,12,Top market research firms in Saudi Arabia,2-gcc-mena,perplexity,2,,,,,,,,
2026-06-12-baseline,2026-06-12,12,Top market research firms in Saudi Arabia,2-gcc-mena,perplexity,3,,,,,,,,
2026-06-12-baseline,2026-06-12,13,Best market research agency in Dubai,2-gcc-mena,claude,1,,,,,,,,
2026-06-12-baseline,2026-06-12,13,Best market research agency in Dubai,2-gcc-mena,claude,2,,,,,,,,
2026-06-12-baseline,2026-06-12,13,Best market research agency in Dubai,2-gcc-mena,claude,3,,,,,,,,
2026-06-12-baseline,2026-06-12,13,Best market research agency in Dubai,2-gcc-mena,gemini,1,,,,,,,,
2026-06-12-baseline,2026-06-12,13,Best market research agency in Dubai,2-gcc-mena,gemini,2,,,,,,,,
2026-06-12-baseline,2026-06-12,13,Best market research agency in Dubai,2-gcc-mena,gemini,3,,,,,,,,
2026-06-12-baseline,2026-06-12,13,Best market research agency in Dubai,2-gcc-mena,chatgpt,1,,,,,,,,
2026-06-12-baseline,2026-06-12,13,Best market research agency in Dubai,2-gcc-mena,chatgpt,2,,,,,,,,
2026-06-12-baseline,2026-06-12,13,Best market research agency in Dubai,2-gcc-mena,chatgpt,3,,,,,,,,
2026-06-12-baseline,2026-06-12,13,Best market research agency in Dubai,2-gcc-mena,grok,1,,,,,,,,
2026-06-12-baseline,2026-06-12,13,Best market research agency in Dubai,2-gcc-mena,grok,2,,,,,,,,
2026-06-12-baseline,2026-06-12,13,Best market research agency in Dubai,2-gcc-mena,grok,3,,,,,,,,
2026-06-12-baseline,2026-06-12,13,Best market research agency in Dubai,2-gcc-mena,perplexity,1,,,,,,,,
2026-06-12-baseline,2026-06-12,13,Best market research agency in Dubai,2-gcc-mena,perplexity,2,,,,,,,,
2026-06-12-baseline,2026-06-12,13,Best market research agency in Dubai,2-gcc-mena,perplexity,3,,,,,,,,
2026-06-12-baseline,2026-06-12,14,Leading market research companies in the Middle East,2-gcc-mena,claude,1,,,,,,,,
2026-06-12-baseline,2026-06-12,14,Leading market research companies in the Middle East,2-gcc-mena,claude,2,,,,,,,,
2026-06-12-baseline,2026-06-12,14,Leading market research companies in the Middle East,2-gcc-mena,claude,3,,,,,,,,
2026-06-12-baseline,2026-06-12,14,Leading market research companies in the Middle East,2-gcc-mena,gemini,1,,,,,,,,
2026-06-12-baseline,2026-06-12,14,Leading market research companies in the Middle East,2-gcc-mena,gemini,2,,,,,,,,
2026-06-12-baseline,2026-06-12,14,Leading market research companies in the Middle East,2-gcc-mena,gemini,3,,,,,,,,
2026-06-12-baseline,2026-06-12,14,Leading market research companies in the Middle East,2-gcc-mena,chatgpt,1,,,,,,,,
2026-06-12-baseline,2026-06-12,14,Leading market research companies in the Middle East,2-gcc-mena,chatgpt,2,,,,,,,,
2026-06-12-baseline,2026-06-12,14,Leading market research companies in the Middle East,2-gcc-mena,chatgpt,3,,,,,,,,
2026-06-12-baseline,2026-06-12,14,Leading market research companies in the Middle East,2-gcc-mena,grok,1,,,,,,,,
2026-06-12-baseline,2026-06-12,14,Leading market research companies in the Middle East,2-gcc-mena,grok,2,,,,,,,,
2026-06-12-baseline,2026-06-12,14,Leading market research companies in the Middle East,2-gcc-mena,grok,3,,,,,,,,
2026-06-12-baseline,2026-06-12,14,Leading market research companies in the Middle East,2-gcc-mena,perplexity,1,,,,,,,,
2026-06-12-baseline,2026-06-12,14,Leading market research companies in the Middle East,2-gcc-mena,perplexity,2,,,,,,,,
2026-06-12-baseline,2026-06-12,14,Leading market research companies in the Middle East,2-gcc-mena,perplexity,3,,,,,,,,
2026-06-12-baseline,2026-06-12,15,Market research companies in UAE 2026,2-gcc-mena,claude,1,,,,,,,,
2026-06-12-baseline,2026-06-12,15,Market research companies in UAE 2026,2-gcc-mena,claude,2,,,,,,,,
2026-06-12-baseline,2026-06-12,15,Market research companies in UAE 2026,2-gcc-mena,claude,3,,,,,,,,
2026-06-12-baseline,2026-06-12,15,Market research companies in UAE 2026,2-gcc-mena,gemini,1,,,,,,,,
2026-06-12-baseline,2026-06-12,15,Market research companies in UAE 2026,2-gcc-mena,gemini,2,,,,,,,,
2026-06-12-baseline,2026-06-12,15,Market research companies in UAE 2026,2-gcc-mena,gemini,3,,,,,,,,
2026-06-12-baseline,2026-06-12,15,Market research companies in UAE 2026,2-gcc-mena,chatgpt,1,,,,,,,,
2026-06-12-baseline,2026-06-12,15,Market research companies in UAE 2026,2-gcc-mena,chatgpt,2,,,,,,,,
2026-06-12-baseline,2026-06-12,15,Market research companies in UAE 2026,2-gcc-mena,chatgpt,3,,,,,,,,
2026-06-12-baseline,2026-06-12,15,Market research companies in UAE 2026,2-gcc-mena,grok,1,,,,,,,,
2026-06-12-baseline,2026-06-12,15,Market research companies in UAE 2026,2-gcc-mena,grok,2,,,,,,,,
2026-06-12-baseline,2026-06-12,15,Market research companies in UAE 2026,2-gcc-mena,grok,3,,,,,,,,
2026-06-12-baseline,2026-06-12,15,Market research companies in UAE 2026,2-gcc-mena,perplexity,1,,,,,,,,
2026-06-12-baseline,2026-06-12,15,Market research companies in UAE 2026,2-gcc-mena,perplexity,2,,,,,,,,
2026-06-12-baseline,2026-06-12,15,Market research companies in UAE 2026,2-gcc-mena,perplexity,3,,,,,,,,
2026-06-12-baseline,2026-06-12,16,Best research firms in MENA region,2-gcc-mena,claude,1,,,,,,,,
2026-06-12-baseline,2026-06-12,16,Best research firms in MENA region,2-gcc-mena,claude,2,,,,,,,,
2026-06-12-baseline,2026-06-12,16,Best research firms in MENA region,2-gcc-mena,claude,3,,,,,,,,
2026-06-12-baseline,2026-06-12,16,Best research firms in MENA region,2-gcc-mena,gemini,1,,,,,,,,
2026-06-12-baseline,2026-06-12,16,Best research firms in MENA region,2-gcc-mena,gemini,2,,,,,,,,
2026-06-12-baseline,2026-06-12,16,Best research firms in MENA region,2-gcc-mena,gemini,3,,,,,,,,
2026-06-12-baseline,2026-06-12,16,Best research firms in MENA region,2-gcc-mena,chatgpt,1,,,,,,,,
2026-06-12-baseline,2026-06-12,16,Best research firms in MENA region,2-gcc-mena,chatgpt,2,,,,,,,,
2026-06-12-baseline,2026-06-12,16,Best research firms in MENA region,2-gcc-mena,chatgpt,3,,,,,,,,
2026-06-12-baseline,2026-06-12,16,Best research firms in MENA region,2-gcc-mena,grok,1,,,,,,,,
2026-06-12-baseline,2026-06-12,16,Best research firms in MENA region,2-gcc-mena,grok,2,,,,,,,,
2026-06-12-baseline,2026-06-12,16,Best research firms in MENA region,2-gcc-mena,grok,3,,,,,,,,
2026-06-12-baseline,2026-06-12,16,Best research firms in MENA region,2-gcc-mena,perplexity,1,,,,,,,,
2026-06-12-baseline,2026-06-12,16,Best research firms in MENA region,2-gcc-mena,perplexity,2,,,,,,,,
2026-06-12-baseline,2026-06-12,16,Best research firms in MENA region,2-gcc-mena,perplexity,3,,,,,,,,
2026-06-12-baseline,2026-06-12,17,Top research agencies in Kuwait,2-gcc-mena,claude,1,,,,,,,,
